,ASIN,Product Title,Product Description
130,B0CC9VBF8Z,"realme C53 (Champion Black, 4GB RAM, 128GB Storage)","☆【RAM, ROM And Expandable】:- 4 GB RAM | 128 GB ROM | Expandable Upto 2 TB.
☆【Display】:- 17.12 cm (6.74 inch) HD Display | 17.13 cm Screen SIze with 90 Hz Display | The large screen size of 17.13 cm with 90 Hz display totally enhances your visual experience. Navigating through various screens, social media pages and playing games is so quick and lag free. Fluid scrolling and quick interactions further lifts up your spirit to use this phone all day.
☆【Camera】:- 108MP + 2MP | 8MP Front Camera | Enhance your photography skills with this C53 smartphone having 108 MP ultra clear camera. Capture stunning pictures and detailed moments on this large sensor size camera that can increase light sensing area by 79.37%. You will get an awesome 118.2% resolution boost when you take photos in high pixel mode. You can also observe a 100% improvement in resolution when you click pictures with the 3X zoom mode.
☆【Battery】:- 5000 mAh Large Battery With 18 W Fast Charger | Powered with a large battery of 5000 mAh, this phone has the capability to run for hours so you can stream music, play games, watch movies and browse all day without worrying to charge your phone in between. Additionally, you also get a 18 W quick charger, so you can quickly boost your phone and get back to work swiftly.
☆【Display Other Features】:- Refresh Rate: 90 Hz, Aspect Ratio: 20:9, Screen-to-Body Ratio: 90.3%, Touch Sampling Rate: 180 Hz, Screen Contrast: 1500:1, Brightness: 450 Nits, Color Saturation: 83.5%, 2.5D Glass
☆【Design】:- Slim Design Phone with 7.99 mm Size | This phone is slim and easy to hold as it is only 7.99 mm in size and boasts a slim champion design. You can see a C-angle design that is comfortable to carry and the golden glow of this phone gives a rich and classy look. | A design inspired by the Champion moment. The upper part of the back of the phone shines with a changing golden glow and the lower part is covered with golden shimmering sand, capturing the glory of the winning moment.
☆【Dynamic RAM and Massive Storage】:- With up to 12 GB of Dynamic RAM on this phone, you can enjoy superfast application launch speeds. With a huge memory capacity of 128 GB ROM, you have plenty of storage space to save everything you want.
"
131,B0BKKHFGCP,"Lava Blaze 5G (Glass Blue, 4GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 7GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
4+3*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 12 OS with Anonymous Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
132,B0CDBQLJK8,"Oppo A78 (Aqua Green, 8GB RAM, 128GB Storage) | 6.4"" FHD+ AMOLED 90Hz Punch Hole Display | 5000 mAh Battery and 67W SUPERVOOC with No Cost EMI/Additional Exchange Offers","6.4"" FHD+ AMOLED 90Hz Punch Hole Display with 2400x1080 pixels & In-Display Fingerprint Sensor
Big 5000 mAh Battery with 67W SUPERVOOC Charging
Memory, Storage & SIM: 8 GB RAM (+ RAM expansion up to 8GB) | 128 GB ROM | Expandable Upto 1TB | Dual SIM Slot
Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, FOV: 77 Degree, 5P Lens, Auto Focus Supported, Open Ring Focus, Portrait 1 and 2) + 2MP (f/2.4 Aperture, FOV: 89 Degree, 3P + IR Lens, Fixed Focus Prime), Features: Photos, Videos, Night, Expert, Panoramic, Portrait, Timelapse, Slow Motion, Super Text, Google Lens, Extra HD, Multi Scene Recording, and Cute
8MP Front Camera: (f/2.0 Aperture, FOV: 83 Degree, 4P Lens), Features: Photos, Videos, Panoramic, Portrait, Night, Timelapse, Multi Scene Recording, Cute, Beauty, and Exposure Compensation
"
133,B0C3XLRRGS,"IKALL Z19 Pro Ultra Smartphone (6.5 Inch, 6GB, 128GB) (Blue)","13MP+2MP Dual Rear Camera | 8MP Front Camera | Made in India
16.5 cm (6.5 inch) HD+ Display | multi-touch capacitive touch screen with 720*1600 pixel resolution
6GB ram, 128GB storage | Expandable Memory 512GB | Dual Sim (4G+4G)
Android 13.0 with 1.6 Ghz Octa Core, Type-C Interface for fast charging
Headphone Jack : Type-c Interface | Face Unlock and fingerprint To Unlock | OTG Support
"
134,B0BSTVXFWD,"Lava Blaze 5G (Glass Green, 6GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 11GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
6+5*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 12 OS and Anonymous Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
135,B0C7BWB9RY,"Lava O1 (Luxe Red, 4GB RAM, 64GB Storage) | 18W Fast Charging | Octa Core Unisoc T606 | 13 MP AI Dual Camera | 5000 mAh Battery | Upto 7GB Expandable RAM | Fingerprint Sensor","(4 GB RAM,64 GB ROM); Upto 7GB Expandable RAM
Processor- Strong Octa Core Unisoc T606 Processor
Camera - 13 MP AI Dual Camera with LED Flash and 5 MP Selfie Camera with screen Flash
Powerful 5000 mAh battery with Fast 18 W Charger
Clean Android 13 OS with Auto Anonymous Call Recording
"
136,B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano)
50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam
Android 12,One UI Core 4 with a powerful Octa Core Processor
16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color
"
137,B07WHQY9SB,"Vivo T2x 5G (Marine Blue, 128 GB) (6 GB RAM)","6 GB RAM | 128 GB ROM
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP | 8MP Front Camera
5000 mAh Battery
Dimensity 6020 Processor
"
138,B09Y99VSSJ,"Nokia G21 Android Smartphone, Dual SIM, 3-Day Battery Life, 6GB RAM + 128GB Storage, 50MP Triple AI Camera | Nordic Blue","6.5” (16.51 cm) display with 90Hz refresh rate
50MP triple AI rear camera with powerful AI imaging modes and OZO spatial Audio
6GB RAM & 128GB internal storage, expandable up to 512GB
Up to 3-days battery life with a 5050 mAh battery
Pure Android 11 OS with 2 years OS of upgrades & 3 years of monthly security updates
Powered by the Unisoc T606 processor
Side Finger Print and Face Unlock
"
139,B0CNX7BZ7R,"Redmi 13C 5G (Startrail Green,6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
140,B07WFPMD64,"Vivo Y56 5G (Black Engine, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 16MP Selfie Camera with rear flash, night mode
Display: 16.72 cm (6.58"" inch) FHD+ LCD Display with eye protection mode to protect from blue light
Memory & SIM: 8GB RAM | 128GB internal memory
Security: Side-mounted fingerprint scanner
Processor: MTK Dimensity 700 5G chipset
Battery: 5000mAh battery with 18W fast charging
Camera features: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, AR Stickers, Documents
"
141,B0CSWNPRJ1,"realme 12 Pro+ 5G (Submarine Blue, 12GB RAM, 256GB Storage)","☆【RAM, ROM And Expandable】:- 12 GB RAM | 256 GB ROM
☆【Display】:- 17.02 cm (6.7 inch) Full HD+ Display || 120 Hz Curved Vision OLED display! The swift 16× HyperPrecise Touch ensures lightning-fast & accurate responses, while ProXDR restores HDR's full dynamic range for unparalleled photo viewing. With 2160 Hz PWM dimming & AI brightness adjustment for superior visual comfort, this display is an eye-friendly treat. The sleek 2.32 mm Ultra Narrow Chin, rugged Double-reinforced Glass & HyperVision Mode contribute to an ergonomic & immersive delight.
☆【Camera】:- 50MP + 8MP + 64MP | 32MP Front Camera || 50MP Primary Camera (f/1.88 Aperture, Sony IMX890, 1/1.56 inch Sensor Size, 1.0um Pixel Size + 8MP Wide Angle Camera (f/2.2 Aperture, Hynix Hi846W, 1/4 inch Sensor Size, 1.12um Pixel Size + 64MP Telescopic Camera (f/2.46 Aperture, OmniVision OV64B40, 1/2 inch Sensor Size, 0.702um Pixel Size. Camera Feature: Photo, Video, Night, Street, Pro || 32MP Front Camera Setup: (f/2.4 Aperture, Sony IMX615, 1/2.74 inch Sensor Size, 0.8um Pixel Size
☆【Processor】:- Snapdragon 7s Gen 2 Processor || Snapdragon 7s Gen 2 5G Chipset, Powered by the Qualcomm Snapdragon 7s Gen2, the realme 12 Pro+ 5G stands out with the only 4 nm Snapdragon chipset in its segment with 5G compatibility. This smartphone guarantees powerful performance, ensuring the smooth completion of all your tasks. Enjoy lag-free gaming, seamless multitasking, and lightning-fast connectivity with this cutting-edge chipset.
☆【Battery】:- 5000 mAh Battery || Power up at lightning speed with the 67 W SUPERVOOC Charge and revel in extended usage with the robust 5000 mAh battery. Stay connected longer with reduced wait times. The dual charge pump technology and intelligent five-core chip protection ensure optimal charging efficiency and top-tier device safety.
☆【12 GB+12 GB Dynamic RAM】:- Seamlessly multitask with an impressive 12 GB + 12 GB of Dynamic RAM and enjoy ample space for photos, videos, and documents with up to 256 GB of storage. The DRE dynamic memory expansion technology allows you to convert ROM into RAM, enhancing the smartphone's overall performance.
☆【50 MP Sony IMX890 OIS Camera】:- Embark on a photography revolution with the realme 12 Pro+ 5G's pioneering 50 MP Sony IMX890 OIS Camera. Boasting the largest sensor in its price segment, this camera delivers unmatched HDR and nightscape brilliance. Bid farewell to blur with SuperOIS, while the Ultra Clarity Engine and DIS Engine ensure precision beyond compare. Capture moments with unprecedented clarity and elevate your photography game to new heights.
"
142,B09G9BQS98,Apple iPhone 13 (256GB) - Midnight,"15 cm (6.1-inch) Super Retina XDR display
Cinematic mode adds shallow depth of field and shifts focus automatically in your videos
Advanced dual-camera system with 12MP Wide and Ultra Wide cameras; Photographic Styles, Smart HDR 4, Night mode, 4K Dolby Vision HDR recording
12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording
A15 Bionic chip for lightning-fast performance
"
143,B07WGNFRWV,"vivo Y27 (Garden Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera with rear flash, night mode
Display: 16.86 cm (6.64 inch) FHD+ LCD Sunlight Display for enhanced outdoor display
Memory & SIM: 6 GB RAM | 128 GB internal memory with next Gen extendede RAM technology 3.0,
Battery & charging: 44W FlashCharge with 5000 mAh battery
Security: Supports unlocking with Face Access and Side-Mounted Fingerprint Sensor, faster and more convenient.
Processor: Helio G85
Camera features: Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents
"
144,B09VKFW9FY,"realme C35 (Glowing Black, 4GB RAM, 64GB Storage)","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 0.3MP | 8MP Front Camera
5000 mAh Lithium Polymer Battery
Unisoc Tiger T616 Processor
"
145,B0CHJN2HNZ,itel P55 5G | Dimensity 6080 | 12GB* RAM+128GB ROM with Memory Fusion| 50MP AI Dual Rear Camera| 5000mAh Battery | 2 Years Warranty | Mint Green,"Powerful 5G with NRCA
6GB RAM+128GB ROM, Upto 12GB RAM with Memory Fusion
Dimensity 6080
90Hz 6.6"" HD+ IPS Display
UMCP Storage
Integrated Aivana Chat GPT Assistant
180 Hz Touch Sampling Rate
"
146,B0C7BSF3TD,"Lava O1 (Prism Blue, 4GB RAM, 64GB Storage) | 18W Fast Charging | Octa Core Unisoc T606 | 13 MP AI Dual Camera | 5000 mAh Battery | Upto 7GB Expandable RAM | Fingerprint Sensor","(4 GB RAM,64 GB ROM); Upto 7GB Expandable RAM
Processor- Strong Octa Core Unisoc T606 Processor
Camera - 13 MP AI Dual Camera with LED Flash and 5 MP Selfie Camera with screen Flash
Powerful 5000 mAh battery with Fast 18 W Charger
Clean Android 13 OS with Auto Anonymous Call Recording
"
147,B0948NV5PH,"Redmi Note 10S (Frost White, 6GB RAM, 64GB Storage) - Super Amoled Display | 64 MP Quad Camera |33W Charger Included","Display: FHD+ 1080x2400 AMOLED Dot display; 16.33 centimeters 6.43 inch; 20:9 aspect ratio
Camera: 64 MP Quad Rear camera with 8MP Ultra-wide, 2MP Macro and Portrait lens 13 MP Front camera
Processor: MediaTek Helio G95 Octa-core; 12nm process; Up to 2.05GHz clock speed
Battery: 5000 mAh large battery with 33W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 6GB RAM 64GB UFS 2.2 storage expandable up to 512GB with dedicated SD card slot Dual SIM nano+nano dual standby 4G+4G
Memory slots available: 1
"
148,B09RG5R5FG,"OnePlus Nord CE 2 5G (Bahamas Blue, 8GB RAM, 128GB Storage)","65W SUPERVOOC – Accelerated charge velocity shall rocket the 4500mAh battery to a day's power in 15 minutes. Certified by TÜV Rheinland, one shall “Charge & Play” with absolute peace of mind.
Mediatek Dimensity 900 – Powered by a 5G enabled, octa-core monster of a chipset that’s tad more powerful than previous CE, consider this the “Best in class” daily driver for entertainment with its “dragon-slaying” power efficiency, thermal control and support for Wi-Fi 6
6.43 inch, 90Hz FHD+ AMOLED Display – Shielded by Corning Gorilla Glass 5, scroll, swipe, and enjoy all your entertainment effortlessly on this HDR10+ certified, OnePlus-worthy display.
AI-infused Triple Camera – This amazing camera setup comprises of a 64MP main sensor, 119° wide-angle and a 16MP selfie shooter. Powered by inhouse algorithm, imaging in badly or unevenly lit environments shall become so much easier.
All Flexible – The OnePlus Nord CE 2 is equipped with triple card slots, meaning you have the flexibility to go dual SIM, with an additional micro SD that allows for up to 1TB extendable storage. Also, this phone has a 3.5mm headphone jack.
Designed by OnePlus – Coming in at 7.8mm thick, weighing 173g, this is THE slimmest OnePlus phone yet, since the 6T.
OnePlus Quality – Powered by the most stable version of OxygenOS 11, based on Android 11, this device is easily futureproof, boasting 2 Years of Android version updates and 3 years of worth of security patches via OTA.
"
149,B0CNX7K9NC,"Redmi 13C 5G (Startrail Silver, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
150,B0CQPPZWVD,"OnePlus 12 (Flowy Emerald, 12 GB RAM, 256GB)","Pro-Level Hasselblad Camera System: -Primary 50MP Sony's LYT-808 with OIS - 64 MP 3X Periscope Telephoto for studio-level portraits - 48 MP Ultra-wide 114° Fov
Elite, Long-lasting Performance - Qualcomm Snapdragon 8 Gen 3 Mobile Platform - Software-assisted platform for Optimization - Keep apps active for up to 72 hours without reloading - Up to 3 hours of heavy gaming
Pristine 2K Display with Aqua Touch: - 2K 120 Hz ProXDR Display with advanced LTPO for brighter, more vibrant visuals - Eye Care certified by TÜV Rheinland - Aqua Touch helps you stay swiping, even with wet hands
Operating System: OxygenOS based on Android 14
Ultra fast charging, unwired: - Amp up your power with the 5400 mAh battery, wired 100W SUPERVOOC - Ultra-fast 50W wireless charging - 19 hours of YouTube playback
Fast & Smooth for years: Ultra-flagship CPU and up to 16GB of LPDDR5X RAM Dual Cryo-velocity VC for significantly improved heat dissipation TÜV SÜD 48-Month Fluency Rating A & an improved Battery Health Engine
Smoother and more stable connectivity: Dual SIM Dual Active, WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.
"
151,B0BKJRHV2M,"Lava Blaze 5G (Glass Green, 4GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 7GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
4+3*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz IPS Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 12 OS with Anonymous Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
152,B0CPS7PHNF,"OPPO A59 5G (Starry Black, 4GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 6.56"" HD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers","Big 5000 mAh Battery with smart power-saving modes to banish low battery fear + 33W SUPERVOOC super-fast flash charge paired with all round protection for safe power ups
Dive into rich, true to life colours of 6.56"" HD+ 90Hz Waterdrop Display with 1612x720 pixels
MediaTek Dimensity 6020 : 2×A76 2.2GHz, 256KB L2; 6×A55 2.0GHz, 128KB L2; 1MB L3 cache
Memory, Storage & SIM: 4 GB RAM (+ RAM expansion up to 4 GB) | 128 GB ROM | Dual 5G Sim Slot
300% Ultra volume mode + 36-Month Fluency Protection with 13MP AI Rear Camera (13MP Main + 2MP Bokeh Portrait) | 8MP Front Camera
"
153,B07WGNJF9L,"iQOO Neo 7 Pro 5G (Dark Storm, 8Gb Ram, 128Gb Storage) | Snapdragon 8+ Gen 1 | Independent Gaming Chip | Flagship 50Mp Ois Camera | Ag Glass Design, Orange","Snapdragon 8+ Gen 1 Mobile Platform adopts TSMC 4nm Process & has Superior Flagship Grade Performance with LPDDR5 RAM & UFS 3.1 Storage
Independent Gaming Chip boosts FPS by Game Frame Interpolation, sharpens Display with Game Display Enhancement and reduces power consumption
Takes only 8 min to charge from 1% to 50% with 120W FlashCharge in Fast Charging Mode (100% in 25 min)
Utmost clarity whether it’s Day or Night with Flagship 50MP GN5 OIS Ultra-Sensing coupled with Ultra-Wide (8MP) and Macro Camera
Motion Control, Gyroscope Enhancement, 4D Game Vibration, Voice Changer are here to level up your gaming experience
"
154,B07WDKDF1M,"Vivo Y02t (Cosmic Grey, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Front 5 MP / Rear 8 MP
16.53 cm (6.51"" inch) HD+ Eye Protection Screen
Memory & SIM: 4GB RAM | 64GB internal memory
10W fast charging with 5000mAh battery
"
155,B07WHRBD95,"iQOO Neo 7 Pro 5G (Dark Storm, 12Gb Ram, 256Gb Storage) | Snapdragon 8+ Gen 1 | Independent Gaming Chip | Flagship 50Mp Ois Camera | Ag Glass Design, Blue","Snapdragon 8+ Gen 1 Mobile Platform adopts TSMC 4nm Process & has Superior Flagship Grade Performance with LPDDR5 RAM & UFS 3.1 Storage
Independent Gaming Chip boosts FPS by Game Frame Interpolation, sharpens Display with Game Display Enhancement and reduces power consumption
Takes only 8 min to charge from 1% to 50% with 120W FlashCharge in Fast Charging Mode (100% in 25 min)
Utmost clarity whether it’s Day or Night with Flagship 50MP GN5 OIS Ultra-Sensing coupled with Ultra-Wide (8MP) and Macro Camera
Motion Control, Gyroscope Enhancement, 4D Game Vibration, Voice Changer are here to level up your gaming experience
"
156,B0CKYCVBC2,"Lava Blaze 2 5G (Glass Blue, 4GB RAM, 64GB Storage)| Stunning Ring Light| 50 MP AI Camera |5000 mAh Battery| Upto 8 GB Expandable RAM","(4 GB RAM,64 GB ROM); Upto 8GB Expandable RAM
18W Fast Charging
90 Hz Refresh rate
Solid Performance with 2.2 Ghz Octa Core MediaTek Dimensity 6020 Processor
Camera - 50 MP AI Camera with LED Flash and 8 MP Selfie Camera. Also supports 2K Video Recording
"
157,B09WQY65HN,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 6GB RAM, 128GB Storage)","Camera: 64MP Main Camera with EIS; 2MP Depth Lens and 2MP Macro Lens; Front (Selfie) Camera: 16MP Sony IMX471
Camera Features: AI scene enhancement, Dual-View Video, HDR, Night Portrait, Panorama Mode, Retouch Filters, 1080p video at 30 fps, SLO-MO: 720p video at 120 fps, TIME-LAPSE: 1080p video at 30 fps, Video editor, Face unlock, Screen flash, HDR, NIGHT, PORTRAIT, TIME-LAPSE, Retouch, Filters
Display: 6.59 Inches; 120 Hz Refresh Rate; Support sRGB, Display P3; Resolution: 2412 x 1080 pixels 402ppi; Aspect Ratio: 20:9
Display Features: Dark mode
Operating System: Oxygen OS based on Android 12
Processor: Qualcomm Snapdragon 695 5G
Battery & Charging: 5000 mAh with 33W SuperVOOC
"
158,B07WGNDGNF,"vivo Y17s (Forest Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP (Bokesh) Rear Camera | 8MP Selfie Camera Rear flash light, night portrait, video
Display: 16.55 cm (6.56"" inch) LCD Capacitive multi-touch display 60Hz refresh rate, 269 ppi
Memory & SIM: 4GB RAM | 64GB internal memory; LPDDR4X
Side-mounted fingerprint scanner
Processor: MediaTek Helio G85 processor
Camera features: Rear Flash, Photo, Night, Portrait, Video, 50MP, Panorama, Live Photo, Slo-mo, Time-Lapse, Pro, Documents
"
159,B07WGPJB3G,"vivo Y28 5G (Crystal Purple, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 50MP+2MP Rear Camera | 8MP Selfie Camera Rear flash, slow-mo
Display: 6.56 inches (16.66cm) LCD Capacitive multi-touch display 90Hz refresh rate, 269 ppi
Memory & SIM: 6GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 5000 mAh Li-ion battery with 15W charging
Side-mounted capacitive fingerprint sensor
Processor: Dimensity 6020 5G processor (based on 7nm architecture)
Camera features: Night,Portrait,Photo,Video,50 MP,Pano,Live Photo,Slo-mo,Time-Lapse,Pro,Documents
"
160,B0CQPP6JTH,"OnePlus 12 (Flowy Emerald, 16 GB RAM, 512GB)","Pro-Level Hasselblad Camera System: Primary 50MP Sony's LYT-808 with OIS - 64 MP 3X Periscope Telephoto for studio-level portraits - 48 MP Ultra-wide 114° Fov
Elite, Long-lasting Performance - Qualcomm Snapdragon 8 Gen 3 Mobile Platform - Software-assisted platform for Optimization - Keep apps active for up to 72 hours without reloading - Up to 3 hours of heavy gaming
Pristine 2K Display with Aqua Touch: - 2K 120 Hz ProXDR Display with advanced LTPO for brighter, more vibrant visuals - Eye Care certified by TÜV Rheinland - Aqua Touch helps you stay swiping, even with wet hands
Operating System: OxygenOS based on Android 14
Ultra fast charging, unwired: - Amp up your power with the 5400 mAh battery, wired 100W SUPERVOOC - Ultra-fast 50W wireless charging - 19 hours of YouTube playback
Fast & Smooth for years: Ultra-flagship CPU and up to 16GB of LPDDR5X RAM Dual Cryo-velocity VC for significantly improved heat dissipation TÜV SÜD 48-Month Fluency Rating A & an improved Battery Health Engine
Smoother and more stable connectivity: Dual SIM Dual Active, WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.
"
161,B0CDBMP625,"Oppo A78 (Mist Black, 8GB RAM, 128GB Storage) | 6.4"" FHD+ AMOLED 90Hz Punch Hole Display | 5000 mAh Battery and 67W SUPERVOOC with No Cost EMI/Additional Exchange Offers","6.4"" FHD+ AMOLED 90Hz Punch Hole Display with 2400x1080 pixels & In-Display Fingerprint Sensor
Big 5000 mAh Battery with 67W SUPERVOOC Charging
Memory, Storage & SIM: 8 GB RAM (+ RAM expansion up to 8GB) | 128 GB ROM | Expandable Upto 1TB | Dual SIM Slot
Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, FOV: 77 Degree, 5P Lens, Auto Focus Supported, Open Ring Focus, Portrait 1 and 2) + 2MP (f/2.4 Aperture, FOV: 89 Degree, 3P + IR Lens, Fixed Focus Prime), Features: Photos, Videos, Night, Expert, Panoramic, Portrait, Timelapse, Slow Motion, Super Text, Google Lens, Extra HD, Multi Scene Recording, and Cute
8MP Front Camera: (f/2.0 Aperture, FOV: 83 Degree, 4P Lens), Features: Photos, Videos, Panoramic, Portrait, Night, Timelapse, Multi Scene Recording, Cute, Beauty, and Exposure Compensation
"
162,B0C7C1JGQL,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","16.42 Centimeters (6.5-Inch) Super AMOLED Display, FHD+ Resolution, 1080 x 2340 Pixels Protected by Corning Gorilla Glass 5
50MP+8MP+2MP Triple Camera Setup - True 50MP No Shake Cam (F1.8) Main Camera + 8MP (F2.2) + 2MP (F2.4)| 13MP (F2.0) Front Camera
6000mAH Lithium-ion battery, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories including batteries from the date of purchase
4 Generations of OS Upgrades and 5 Years of Security Updates
Exynos 1280 Octa Core 2.4GHz with the 12 Band Support for a True 5G Experience
"
163,B0BZCWLJHK,"Samsung Galaxy M14 5G (Berry Blue,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger","Superfast 5G with 13 5G Bands, Powerful Exynos 1330 Octa Core 2.4GH 5nm processor with latest Android 13 having One UI 5.0 interface
50MP+2MP+2MP Triple camera setup- True 50MP (F1.8) main camera + 2MP (F2.4) + 2MP (F2.4)| 13MP (F2.0) front camera
6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
16.72 centimeters (6.6-inch) LCD, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color
Get up to 2 times of Android Updates & 4 times of Security Updates with Samsung Galaxy M14 5G.
"
164,B0CBRN65NP,"Lava Blaze 5G (Glass Blue, 8GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 16GB Expandable RAM | Charger Included | Clean Android (No Bloatware)","Supports All India 5G Bands - All sub-6mm-wave bands being auctioned and bought by Operators in India
8+8*GB RAM with UFS 2.2 compliant 128GB ROM, Expandable up to 1 TB (*Virtual RAM)
16.55cm(6.5"") HD+ 90Hz Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Clean Android 13 OS with Anonymous Auto Call Recording | 2K Video Recording with EIS support | 5000mAh Lithium Polymer Battery | Side Fingerprint Sensor
Superior performance with octa-core 2.2GHz MediaTek Dimensity 700 processor
"
